"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SERTM1",-3.60917541039984,0.740858939199973,-36.0550093956967,2.69829565220558e-149,5.26248601049654e-145,330.477714045413
"ANGPT4",-2.08732423088498,0.526198182715515,-35.3643686969915,5.58436049906562e-146,5.44558914066384e-142,322.883638740543
"SH3GL3",-2.30934587778002,0.532326121789147,-34.7973939511643,3.07134240575717e-143,1.99667969798273e-139,316.606864288832
"RS1",-2.10871279910789,0.548704231557215,-34.4478100129379,1.53120931610872e-141,7.4657938230171e-138,312.717929920197
"C10orf67",-2.17635797646552,0.561677888904112,-34.2817569669696,9.85325582070735e-141,3.84336096542511e-137,310.865706096331
"SLC6A4",-5.1061794873828,1.16981956675662,-33.9198113180052,5.76335712726222e-139,1.87337923421659e-135,306.81742630959
"GPM6A",-3.91236959116009,1.19007980795009,-33.8416171075045,1.39084448088333e-138,3.87509141580966e-135,305.940877011627
"CD300LG",-3.01930895734998,0.672581635884638,-32.3802690477131,2.22481606873692e-131,5.42382347357202e-128,289.434129716542
"SGCG",-2.74262321253337,0.955142032158029,-31.6809285935209,6.75492793357513e-128,1.46379288320573e-124,281.453546402692
"CD5L",-1.80983680416201,0.441585040398621,-31.5916928258271,1.88590297702347e-127,3.67807657608887e-124,280.431599627133
"AC008763.3",-1.09341327445364,0.222638044913033,-31.1573010092721,2.82492809342655e-125,5.00859750964527e-122,275.445439551899
"GYPE",-2.16793937897213,0.864250962631927,-30.4771070045701,7.47044109995841e-122,1.21413343977074e-118,267.600886192116
"WNT3A",-3.26278165118732,1.04696267301979,-29.793838236509,2.13646751135235e-118,3.20519429799269e-115,259.677620826
"ITLN2",-5.00389555171562,1.4747267193219,-29.6120996025528,1.78654123828255e-117,2.48877955501605e-114,257.56320013764
"OVCH1",-1.73051686724474,0.443100498456197,-29.433859948417,1.43795977799765e-116,1.86963530335254e-113,255.486748726791
"CHRM1",-2.05429721827054,0.451700781483625,-28.8429958287464,1.47322982239344e-113,1.7957750766337e-110,248.584608313149
"SCUBE1",-2.72296323943268,1.06398689347764,-28.22152604636,2.22464002873086e-110,2.55218555766694e-107,241.295721511835
"RTKN2",-4.0757231908217,2.71034374417227,-28.2048308602926,2.70911364417553e-110,2.93532463346419e-107,241.099522874983
"FREM3",-1.09653781502837,0.207496385570318,-27.889570034065,1.12249705225907e-108,1.15221368474783e-105,237.391000343383
"MYOC",-2.40877690695081,0.552790836261478,-27.7983190120888,3.30264747505947e-108,3.22057668530424e-105,236.316324731778
"SPAAR",-2.05174103655136,1.53421965936294,-27.2986507102066,1.22822316724503e-105,1.14066840146571e-102,230.422198830805
"RXFP1",-1.96712652149591,0.856473102737001,-26.8954985470288,1.47181249802222e-103,1.3047617794967e-100,225.655697472552
"GRIA1",-2.63805002897631,0.841390677474877,-26.8152823426606,3.81849164413843e-103,3.23791489285355e-100,224.706220265369
"PTPRQ",-1.37737636787429,0.302444884613444,-26.6623828721797,2.35228043547687e-102,1.91152188887939e-99,222.895494578771
"ANGPTL7",-1.98785006969632,0.49393195028304,-26.5859480300265,5.83985424367944e-102,4.55578709257921e-99,221.98986140488
"FABP4",-5.59182242541483,3.10065991897692,-26.5778967431412,6.42698858356484e-102,4.82098301327943e-99,221.894449320845
"MYZAP",-2.92004038856949,1.86128570089164,-26.4739045211234,2.21572388760721e-101,1.60049122148161e-98,220.661800652169
"JPH4",-1.57223995198752,0.830959465552581,-26.4360598904849,3.47680045268826e-101,2.42171568674211e-98,220.213088500109
"C20orf202",-1.47625187594986,0.807099322968985,-26.2275122236595,4.16794503500446e-100,2.8030148971618e-97,217.739210716269
"CNTN6",-2.71466768039381,0.949315508295106,-26.1371297180339,1.22376074351007e-99,7.955668593559e-97,216.666452671143
"FAM107A",-4.47958714720003,2.83552854943849,-26.0794070486157,2.43510934323062e-99,1.53199798454925e-96,215.981153944718
"LGI3",-4.72399934131781,1.67249937841609,-25.9781460008548,8.14470523779592e-99,4.96394332039793e-96,214.778621636238
"CA4",-4.27559814544658,1.78017804783332,-25.9276166079001,1.48797784152896e-98,8.63076217929204e-96,214.178401352078
"RSPO1",-2.2928121822407,0.852023015941076,-25.9266841433919,1.5046193616158e-98,8.63076217929204e-96,214.16732399428
"NECAB1",-2.61088738709249,1.3071339259214,-25.7995578542058,6.85610698592789e-98,3.82041870133004e-95,212.656792559894
"FXYD1",-2.15120687722619,1.14231148342191,-25.6934787652776,2.43152722273421e-97,1.31727987291626e-94,211.395884059675
"KCNA4",-1.60746468950732,0.338526282369688,-25.6715982684066,3.15722824547721e-97,1.66420060733897e-94,211.135751242329
"PYCR1",3.45318365445835,6.42889903771121,25.6044572593707,7.03727463553798e-97,3.61178861097098e-94,210.337420921712
"HBA1",-2.50354911956891,0.755498761421904,-25.5346680264602,1.61920733178212e-96,8.09728220301197e-94,209.507439604652
"OTC",-1.24892337431102,0.316378335753919,-25.3940208993386,8.68650926501492e-96,4.23532475488965e-93,207.834287029031
"TAL1",-2.11517609930042,1.37664803979709,-25.2779410865178,3.47657107875936e-95,1.65374550607424e-92,206.452933521699
"NCKAP5",-3.20133905411675,1.47369760987101,-24.9255648094554,2.34685338540286e-93,1.08977813275028e-90,202.257411154081
"TEK",-3.1895626816145,3.06069273990873,-24.7656243896725,1.58931892748819e-92,7.20848535879119e-90,200.352147011192
"STX11",-3.06622443082633,3.66481507346213,-24.7338948564502,2.32294531228075e-92,1.02964550966844e-89,199.974113428239
"KANK3",-2.59755009667671,2.38480042248124,-24.5688686000745,1.67277000163792e-91,7.24978518709874e-89,198.007661620889
"OTUD1",-2.01948601318267,4.43766624623792,-24.5282931084721,2.71816439231518e-91,1.15244261181137e-88,197.524096671804
"ST8SIA6",-2.54264177732475,1.15038304331663,-24.453140926102,6.68051766913403e-91,2.772130555343e-88,196.628395747103
"GPD1",-3.86785904302641,2.11397748665717,-24.2680343149255,6.12150818947153e-90,2.48724529623465e-87,194.421903350706
"STXBP6",-3.00975463420472,1.55755019061224,-24.1373318416745,2.92576707664143e-89,1.1638660683836e-86,192.863710721305
"EDNRB",-3.58762357290678,3.41050614786183,-24.1356905148366,2.9838129220725e-89,1.1638660683836e-86,192.844142510796
"CCDC141",-1.41281833425683,0.464638001087907,-24.0839967139526,5.53970691777835e-89,2.118449098381e-86,192.227830212675
"LIMS2",-2.68167156227955,2.88787347823274,-23.8253969525947,1.22409265806187e-87,4.59105367503475e-85,189.144534290339
"ASPA",-1.59656012955894,0.772608670663657,-23.7961743119536,1.7367251134082e-87,6.39082073335851e-85,188.796103008489
"RAMP2",-2.90878437218056,5.22151582322546,-23.7642853593144,2.54395123312822e-87,9.18790387031475e-85,188.415880616068
"ODAM",-2.27855789833901,0.752508950801757,-23.6508752554138,9.88725813378632e-87,3.50602173424063e-84,187.063666971794
"HSPA12B",-2.56059146359524,2.85189607966274,-23.6229964402076,1.38039245303088e-86,4.80746321633238e-84,186.731267038248
"RGCC",-2.95223127719262,7.12410981797568,-23.5843595289986,2.19205986207367e-86,7.50030587544258e-84,186.270603145429
"ACVRL1",-2.5302202145384,4.46512828195177,-23.5795593284565,2.32169692044114e-86,7.80690604126958e-84,186.213371321782
"HTR3C",-1.85617526126351,0.384692135952805,-23.5518475321178,3.23489423605547e-86,1.06932444552186e-83,185.882971424971
"CCDC85A",-1.97552981651686,1.0469964157302,-23.2954549327482,6.95910778814671e-85,2.26205798653709e-82,182.826335524315
"ECSCR",-2.27816813654047,3.31012568701484,-23.2750957129292,8.87904678019674e-85,2.83882048121602e-82,182.583645492938
"ADRA1A",-1.18795134145183,0.296019100299902,-23.2624377229727,1.0331242070543e-84,3.24984216293226e-82,182.432759615294
"PECAM1",-2.37371594097045,6.31053670059062,-23.2314969450713,1.49607927963725e-84,4.63143399853418e-82,182.063947226756
"ANKRD1",-4.60582672619298,2.14639280696121,-23.1718970905304,3.05270899718126e-84,9.30265368312908e-82,181.353554840823
"AGER",-6.47979845995321,5.85038786765715,-23.1512087823822,3.91015736678951e-84,1.1732276788384e-81,181.106974721414
"FO681492.1",-1.56293059551305,0.629798529488543,-23.1204052881361,5.65278672544263e-84,1.6703984773683e-81,180.739845095141
"CLEC1A",-1.96188557905124,2.00470139223314,-23.1125698034295,6.20837870275129e-84,1.80719417671281e-81,180.646460602526
"JAM2",-2.40790789612028,2.8310822185766,-23.1061989609059,6.70012283557398e-84,1.92165434797352e-81,180.570532631059
"UPK3B",-5.08281337084142,2.88793846391214,-23.1004574245709,7.17657214377089e-84,2.02847371768063e-81,180.502105295999
"GPIHBP1",-3.86167595241499,2.44913920046011,-23.0822823700504,8.91984200723336e-84,2.4851954095296e-81,180.285499347001
"S1PR1",-2.85869541761267,4.66076717594614,-23.0472627470423,1.35618028061456e-83,3.62323068668847e-81,179.868158930758
"CCM2L",-2.24368423684748,2.17867717989033,-23.0112802166335,2.08579456735644e-83,5.49719614150713e-81,179.439364776192
"CTXND1",-2.04829166176497,0.689095269935416,-22.9657014643384,3.59807551021418e-83,9.35643555676095e-81,178.896248059998
"LDB2",-2.53486690711617,3.37424152579555,-22.9618574796118,3.7673889236911e-83,9.66781397088784e-81,178.850444864119
"PRX",-3.17054526768677,2.95770733045459,-22.903461060985,7.57538992747156e-83,1.91873804877244e-80,178.154654412402
"NOVA2",-1.78056994592838,1.37558276927371,-22.8824794234061,9.73633796486684e-83,2.43445896575382e-80,177.904675840436
"SEMA3G",-2.77068562944881,2.72968231216625,-22.8586242653603,1.29511454648849e-82,3.19729354432467e-80,177.620472788684
"CLEC3B",-4.16710758075402,4.46147069080972,-22.8390460642315,1.6368191452806e-82,3.99036047380093e-80,177.387233135023
"ARHGAP6",-1.89842976440156,1.50011280113631,-22.8100806291256,2.31443741205533e-82,5.57265096880434e-80,177.042176541024
"ALKAL2",-2.3426472812663,1.11072734784118,-22.7691275122178,3.77693474114328e-82,8.9831168605509e-80,176.554346561458
"FGFBP2",-2.71358903358266,1.2677160985516,-22.6612228606805,1.37236421872661e-81,3.22472522383435e-79,175.269188318739
"RAMP3",-3.10940511044663,4.90209553303955,-22.6576226694687,1.43272339870439e-81,3.32647671963473e-79,175.226314640287
"ROBO4",-2.73696936266711,3.40646325365939,-22.5964505923554,2.97685785868201e-81,6.75089056021804e-79,174.497886070185
"EPAS1",-2.69626283094128,7.4221855432563,-22.5426731906778,5.66141425850959e-81,1.26913289981279e-78,173.85759752116
"FHL1",-3.79837909198701,4.05131918113953,-22.4189457395674,2.48354982448248e-80,5.5041672985093e-78,172.384788898401
"USHBP1",-1.72629620555331,1.44993514705835,-22.3711551436369,4.39593547258379e-80,9.52599216908908e-78,171.816035003746
"NMUR1",-1.8261989914727,1.11184069759619,-22.3239390158207,7.72710215543561e-80,1.6204481004028e-77,171.254192404801
"ADAMTS8",-3.52355218783175,1.99924951716973,-22.3127804577994,8.82885434429674e-80,1.8317994284768e-77,171.121423614078
"EMP2",-2.8958891065787,6.50892685959625,-22.3033640711809,9.87990261186105e-80,2.02829200672764e-77,171.009387207963
"TMEM100",-4.45703706147537,2.9211864483443,-22.2597022358372,1.66431108620599e-79,3.38115199107036e-77,170.48993844556
"GRIK4",-1.01348091078414,0.459846411354933,-22.2150882753834,2.83546616129609e-79,5.70104088079976e-77,169.959233237214
"ADRB2",-3.04255857793018,2.5655787364308,-22.1654105619917,5.13144663306804e-79,1.02121024168088e-76,169.368379466222
"LIN7A",-2.3102264459004,1.48662344842312,-22.0797154283539,1.42736347882133e-78,2.81190605327801e-76,168.349369055456
"BTNL9",-3.26519805084079,2.04618696958456,-22.0325754466648,2.5054270260772e-78,4.88633432895837e-76,167.78894875199
"SPOCK2",-3.46412257974974,5.10129631913812,-21.9940930849023,3.9657276568362e-78,7.58270455796828e-76,167.331522960276
"CAV1",-4.03606538674516,6.43570063730038,-21.9550628546754,6.31793784480237e-78,1.19629846395321e-75,166.867649877636
"FGF10",-1.59614514910346,0.539971474478039,-21.9396887362663,7.58988607003173e-78,1.4233225771522e-75,166.684947272991
"ACTN2",-1.43815106594727,0.574809881967739,-21.7425454360872,7.96714940824823e-77,1.45218051316883e-74,164.343104479797
"MASP1",-1.60037992331941,0.780842771045992,-21.6706073447571,1.87797665460106e-76,3.39076838256402e-74,163.489030310667
"CD101",-2.26629366166077,2.14619921153756,-21.6698474443848,1.89506103522268e-76,3.39076838256402e-74,163.480009917061
"FCN3",-4.50065537545317,3.59879030914924,-21.6574028052149,2.19801690266076e-76,3.89708396841753e-74,163.332290145118
"ACADL",-3.04327926033652,1.67188790679075,-21.5967248124063,4.52921204180115e-76,7.95794796858088e-74,162.612149487567
"TNR",-1.19716451937941,0.29259083085437,-21.5814686141867,5.43195159559146e-76,9.45887071150181e-74,162.431116209284
"PTPN21",-2.36183899742051,3.23809738503338,-21.570347941339,6.20139122958362e-76,1.07031622257141e-73,162.299163882488
"TCF21",-3.15846360430889,2.28858252913653,-21.5634542416049,6.73213011251298e-76,1.15172573319597e-73,162.217370075859
"GPR146",-1.6256227576641,1.33654313510897,-21.5463438444329,8.25401685528017e-76,1.39980948459591e-73,162.014366301948
"ADCY8",-1.43158316772332,0.306028662437139,-21.5371053103241,9.21411891213422e-76,1.54916345813236e-73,161.90476377841
"LYVE1",-3.14366994004558,2.80045346414366,-21.5259829443326,1.05192342616603e-75,1.75347543423215e-73,161.772818445047
"FOXF1",-2.59796100313816,3.07743169058459,-21.5224548237547,1.09706578722693e-75,1.8132266142616e-73,161.730965563425
"FRMD3",-2.0151182129463,1.50106903813378,-21.5022935519852,1.39478517746544e-75,2.28592397614357e-73,161.491812678447
"MGAT3",-3.2805462310739,2.33525538874282,-21.4627444948738,2.233712921279e-75,3.6303419253087e-73,161.02274870941
"ADGRE3",-1.88945612867368,1.00791240607123,-21.4504602543842,2.58550270387158e-75,4.16736026724028e-73,160.877072043304
"RGS9",-1.69729144961474,1.23679572232883,-21.4418658907185,2.86405465008909e-75,4.57849654431865e-73,160.775158162805
"CLIC5",-4.18337118998523,3.38466434605484,-21.4365344506917,3.05172962593575e-75,4.83885226785569e-73,160.711938910561
"GRK5",-2.50164963949545,3.42376365192812,-21.361975847496,7.41234091101555e-75,1.16582971602852e-72,159.828011612658
"SYT15",-1.01248226166402,0.433982381401536,-21.3334385532166,1.04095700392315e-74,1.62414275580106e-72,159.489776579877
"WWC2",-2.31189303852622,3.54369240755183,-21.3173029671934,1.2612760315494e-74,1.95227511454825e-72,159.298553351213
"PRKG2",-2.05640348395611,1.28030681720825,-21.2691616831363,2.23629532852351e-74,3.43421006237748e-72,158.728125473108
"GSTM5",-1.89092591627146,1.41206118250354,-21.2441249263995,3.01200212573294e-74,4.58930292641949e-72,158.431521427792
"PLAC9",-2.62095269983934,3.45803121516579,-21.1571022014001,8.47679747495582e-74,1.27171523964664e-71,157.400898601096
"OVCH2",-1.59585312057234,0.550617342297052,-21.1194091839224,1.32680833868818e-73,1.97532389537677e-71,156.954649019777
"KCNT2",-1.78832635277663,0.866605131804335,-21.0917813692879,1.84247049934221e-73,2.72225016277811e-71,156.627622467908
"SH2D3C",-2.21446017924133,3.73682207196919,-21.0763893193777,2.2122393639044e-73,3.24400784317501e-71,156.445451424996
"SLC19A3",-2.63818829460933,1.61721191420487,-21.0450123753204,3.21168511000909e-73,4.67443990302294e-71,156.074143153035
"CDH5",-2.57071954065199,4.66463003516825,-21.0183348550908,4.40922488028711e-73,6.36986021038811e-71,155.758500598081
"CALCRL",-2.77913367126619,4.08119945443433,-21.0020810320863,5.34816946659258e-73,7.6695109637467e-71,155.566213388969
"SIRPB1",-2.47866605659082,1.84178920868281,-20.9708776576175,7.74712374657313e-73,1.10286244109063e-70,155.197121291624
"LRRN3",-2.4417098732122,1.38884653038042,-20.9142745652085,1.5170542917771e-72,2.12856905413877e-70,154.527764719145
"DCC",-1.15559681131989,0.495298546450187,-20.8592342223475,2.91545807327352e-72,4.06144134307525e-70,153.877113406324
"MCEMP1",-4.65269875300613,3.53521211529317,-20.8088698022568,5.29937649776818e-72,7.33005247063638e-70,153.281936533919
"ABCA8",-2.71066950601272,1.71681602561854,-20.7386183760375,1.21920489270203e-71,1.6745178184766e-69,152.452071428056
"RBP2",-2.63063013343298,1.09511502577154,-20.7299600908092,1.35102202597389e-71,1.84258619388593e-69,152.349819571361
"FHL5",-2.59114423984358,2.06549260251758,-20.7188634961632,1.54099235107877e-71,2.08708151549231e-69,152.218780622541
"ARHGEF15",-2.28956407405951,2.84757201059749,-20.6997241658925,1.93348998874739e-71,2.60061070693381e-69,151.992788466783
"NXPH3",-1.81150834252436,1.33039130162507,-20.6549605391593,3.28673169026563e-71,4.39048822981168e-69,151.464345789908
"CAVIN2",-3.65047785214721,5.18045662649101,-20.632197880597,4.3043645771918e-71,5.71074981965794e-69,151.195690656518
"EMCN",-2.72836778632025,3.0422765198695,-20.5724235202597,8.73860257781669e-71,1.14638513929705e-68,150.490409471882
"ARHGEF26",-2.71535553729979,3.31612653943038,-20.5722342823365,8.75821082680922e-71,1.14638513929705e-68,150.488177113549
"MYCT1",-2.18061433541979,3.23606247441839,-20.570897132198,8.89802096242675e-71,1.15692068553473e-68,150.472403414231
"FMO2",-3.4899894654549,3.9555359016474,-20.4941141636222,2.2087182624962e-70,2.81546616166428e-68,149.5668859832
"TNNC1",-4.05259474521936,3.94954525096857,-20.4889189007808,2.34881325938361e-70,2.97460422063367e-68,149.505635342516
"FGD5",-2.19368639015879,3.23672975276721,-20.467126518382,3.03997027509407e-70,3.82506711452643e-68,149.248734886148
"CYYR1",-2.195976108608,3.70175239842678,-20.4617593198802,3.23933590524439e-70,4.04979283076804e-68,149.185469752541
"SOX17",-2.23808781281527,2.0301715074868,-20.4212374348796,5.23236185538967e-70,6.4997932016347e-68,148.707904754839
"SEMA6A",-2.20203553163893,1.80558218245441,-20.3314778708719,1.51268313584224e-69,1.86720627837539e-67,147.650575537486
"IQSEC3",-1.63321990478902,0.898355312893893,-20.3259085514456,1.61563950110817e-69,1.98174950881212e-67,147.584995306834
"PTPRB",-2.56223760782758,3.23323803994144,-20.3115343793452,1.91489576351754e-69,2.33413825474267e-67,147.415748680126
"GDF10",-3.37030118146339,2.0768045221791,-20.2987185981033,2.22811574867468e-69,2.69906468611194e-67,147.264867095165
"HIGD1B",-2.77979944593527,3.32284565382738,-20.2891884409611,2.49378301303915e-69,3.00223766069769e-67,147.152677334704
"SOX7",-2.60014459771646,2.42403929731623,-20.2818291060907,2.72040568369791e-69,3.23512634446099e-67,147.066048413154
"RASIP1",-2.25456240148188,3.17389789298084,-20.2696975430487,3.13978211649764e-69,3.71122246170021e-67,146.92325514467
"ALAS2",-1.51487492774567,0.439538506817556,-20.2418587868404,4.36275600098017e-69,5.12571266789857e-67,146.595633945181
"LRRC36",-2.99765252524147,1.6707828615944,-20.2196307993697,5.67292157970756e-69,6.62508919575069e-67,146.334095524709
"GIMAP8",-2.47246094592136,3.72912308121539,-20.2143374398835,6.03896655855961e-69,7.01059314235643e-67,146.271819811038
"CDO1",-2.43949701351248,1.80656674725925,-20.2098243557075,6.369636050492e-69,7.35071076288435e-67,146.218726038989
"STARD13",-1.87303855914081,2.67682588968027,-20.1922130822926,7.84245369466285e-69,8.99713967100056e-67,146.011558345419
"PDLIM2",-1.83347776756816,2.80402667656068,-20.1773182680998,9.35072349529561e-69,1.06647462180556e-66,145.836368471813
"CMTM2",-1.41003818323802,1.05148341115934,-20.1717477252253,9.98650056870625e-69,1.13236465460162e-66,145.77085431468
"AGRP",-2.48766973547954,1.48457924131596,-20.1662504388198,1.06562523255716e-68,1.20132305841401e-66,145.706204642633
"EFCC1",-2.43783627604838,2.45297855914611,-20.1477264394899,1.32614174618908e-68,1.48642198137504e-66,145.488378564088
"CD36",-3.29961550274757,2.94464138565986,-20.1214778302198,1.80784117404391e-68,1.99199584278973e-66,145.179774886682
"TUBB1",-1.2956578044675,0.623003963438896,-20.1076764007576,2.1276748333319e-68,2.33123833002652e-66,145.017539143298
"LRRC2",-1.30692616323172,0.6984909455801,-20.1019915477604,2.27532269149552e-68,2.47908482973392e-66,144.950719163554
"SCN4B",-2.61540021747298,2.08685692845322,-20.0955293200238,2.45563328648749e-68,2.6606786659092e-66,144.874765759016
"GP9",-1.05699252238052,0.339951819672846,-19.9712147947703,1.06403527570859e-67,1.14021318583212e-65,143.414455544062
"VEGFD",-4.07728180728881,2.54014751211391,-19.9684259785094,1.09959763884459e-67,1.17188266395552e-65,143.381713585926
"THSD1",-1.96255893148268,2.36914004764743,-19.958408624945,1.23741772163278e-67,1.31159553396761e-65,143.264111951692
"C14orf132",-2.67574428960863,2.79243475771854,-19.9492315921933,1.37877384700701e-67,1.45352574800961e-65,143.156384599078
"FPR2",-2.51306884097128,1.68474544549345,-19.8280847712656,5.74487462413606e-67,5.99156629917249e-65,141.735093354798
"ARC",-2.33606326498682,1.18802969961063,-19.7946696666543,8.51361149460328e-67,8.83196622230042e-65,141.343343479292
"CLEC4M",-1.01132590861205,0.209602543749412,-19.7479087082786,1.47601023291342e-66,1.52310198796351e-64,140.795334329376
"FAM110D",-1.91579771361736,1.90776269109361,-19.7208687197129,2.02876658269938e-66,2.08247550854663e-64,140.478552377275
"ACKR4",-2.05882922927419,1.2975241682648,-19.695585832296,2.73128120827071e-66,2.78890981177506e-64,140.182428927255
"TGFBR3",-2.60254290332583,2.67663873553242,-19.6424260429452,5.10250440670181e-66,5.18302830437007e-64,139.560034078603
"SLC39A8",-2.76896775622452,5.79953873845498,-19.6170159304291,6.87813286359493e-66,6.95047799164207e-64,139.262645767591
"SOSTDC1",-3.77145179279325,1.68180683506962,-19.5981685437584,8.58306818977817e-66,8.62863808789916e-64,139.042112392132
"FEZ1",-1.89582076892093,2.27422294896915,-19.5759401743039,1.11440725998085e-65,1.11457870725161e-63,138.782070786057
"TGM1",-1.881949970115,1.47406649151545,-19.5653483850004,1.26203343984555e-65,1.25578766210754e-63,138.658181451597
"C2orf91",-1.12712986150317,0.396191591252678,-19.5504570537727,1.50320950847984e-65,1.48817741339504e-63,138.484023626894
"IGSF10",-2.47149096022479,1.42892106940323,-19.5317013907167,1.8735319672139e-65,1.8454289877057e-63,138.264708400005
"NLRC4",-1.8791129832856,2.27045104405982,-19.5297042132612,1.91798124772199e-65,1.87971800373477e-63,138.241357277334
"TENT5B",-2.8803150579498,3.01709443469836,-19.520278360761,2.14240886211497e-65,2.08917000189141e-63,138.131155965211
"INMT",-3.99490805169209,4.31584374906217,-19.5118331842364,2.36568282029971e-65,2.29541850966692e-63,138.032429021663
"PRKCE",-1.68594160821522,2.78302029640806,-19.4846342224662,3.25532375608587e-65,3.14299897103677e-63,137.714521490796
"KIF17",-1.46355186654948,1.32739199593866,-19.4243125511924,6.60583845784226e-65,6.34648608095062e-63,137.009784095114
"CLEC14A",-2.32068453292524,5.08026338963279,-19.4155268985264,7.32275193879586e-65,7.00076622854586e-63,136.907178066222
"SMAD6",-2.10593696109341,2.53321476975965,-19.4014427572093,8.63769952214902e-65,8.21761237953524e-63,136.742711557453
"TMEM177",1.39871033415401,3.69312216718566,19.3796591212483,1.11509313105794e-64,1.05571171529238e-62,136.488382519358
"GPA33",-2.82163723385518,1.41976525264059,-19.3789215909538,1.1247756195146e-64,1.05973424673397e-62,136.479772699419
"HBA2",-4.51589607581118,4.2132159400822,-19.3778016661676,1.1396391392016e-64,1.06857606403119e-62,136.466698990399
"ERG",-2.01724829284956,2.97287312093542,-19.3747366602313,1.18132870271637e-64,1.10236620521901e-62,136.43091970147
"DNASE1L3",-2.80779278475047,1.64833565667982,-19.3403604551885,1.76741979349344e-64,1.64142801107155e-62,136.029709148497
"SIGLEC11",-1.58164915873018,1.0250111660506,-19.3336163062372,1.91275291741912e-64,1.7679819975557e-62,135.951014221071
"ANGPTL1",-2.23305455770431,1.62427046699373,-19.3315061269772,1.9606338974457e-64,1.80369070291903e-62,135.92639249869
"SBSPON",-2.32601787227464,1.71965051930273,-19.316123274089,2.34782019337408e-64,2.14974353198942e-62,135.746921053738
"PPP1R14B",2.00256830263287,7.13592161233026,19.285954653202,3.34292360626843e-64,3.04659061182492e-62,135.395030427773
"NPR1",-2.7965457658927,3.09630076905256,-19.2540387230353,4.85760797424451e-64,4.40641527077631e-62,135.022883993444
"UBE2T",2.83776146473256,5.17512310950525,19.2236827978801,6.9300105713553e-64,6.25722204505289e-62,134.669047850526
"VIPR1",-2.97849270275605,2.87439788776677,-19.1884730501363,1.04629817065777e-63,9.40366507941865e-62,134.258782609282
"STARD8",-2.00574797796316,2.90702556655673,-19.1793717462629,1.16384020197438e-63,1.04120988344524e-61,134.152759968085
"ALDH18A1",1.54384152995125,6.31864320793987,19.1694779543066,1.30662845322809e-63,1.16361528416929e-61,134.037517710662
"GOLM1",2.40982333895391,7.30940405044539,19.0183139613138,7.6444737941761e-63,6.71577353188362e-61,132.278375994646
"TRHDE",-1.37122021226239,0.452094601689446,-18.988847709064,1.07830715148374e-62,9.43059389030823e-61,131.935825549889
"LMO2",-1.87072092380888,3.67757203452961,-18.9559761918295,1.58249315745042e-62,1.37782875222123e-60,131.553828513457
"CAT",-2.01434293790525,6.51147587105053,-18.9410642352549,1.88320440847163e-62,1.63236158126321e-60,131.380587059054
"GRASP",-2.23994310530861,3.41931370568264,-18.920281593173,2.39980766138045e-62,2.07094906282756e-60,131.139193627425
"ADRB1",-3.14842967078846,2.09383148799533,-18.9194518940047,2.42314230384432e-62,2.08187420052316e-60,131.129557796995
"PHACTR1",-2.24042480996862,2.3602326232517,-18.9036918887215,2.91203504741184e-62,2.49093945305584e-60,130.946544953031
"PTCRA",-1.73057597058176,1.20033681794363,-18.8999562690803,3.04168139327091e-62,2.59047651584989e-60,130.903170211397
"PKNOX2",-1.96134981463366,1.42955945095229,-18.8808683028617,3.79980892308858e-62,3.22207275769551e-60,130.681568025471
"FAM189A2",-3.13638130006832,3.20080040157177,-18.8593911227584,4.88068414762165e-62,4.11365388377249e-60,130.432289536506
"NME1",2.04710441355024,5.44427669414559,18.8591671517142,4.89344050164189e-62,4.11365388377249e-60,130.429690322429
"DPEP2",-2.13662560122282,2.51628190192168,-18.8012915420577,9.60380816790151e-62,8.03875839908082e-60,129.758275285401
"COL6A6",-2.62821176319686,1.70814604361743,-18.6724934917477,4.29898668738945e-61,3.58304005829729e-59,128.265826934459
"DACH1",-2.23567564652417,1.63120493600405,-18.5759623718081,1.31984935899507e-60,1.09072127324071e-58,127.148882496932
"EFNA4",1.99814379309598,5.29977381848843,18.4893317796931,3.6074418336862e-60,2.96860498237899e-58,126.147701270738
"SLC14A1",-1.86728406320624,0.99088475530593,-18.4535282312185,5.46420203194516e-60,4.47766101802632e-58,125.734262414053
"ETV4",3.13257744082938,4.72594266627642,18.3618041837637,1.58163366485008e-59,1.29065277680214e-57,124.676006849672
"KL",-2.25409876761899,1.5621392621848,-18.3102655303766,2.87215561778268e-59,2.32430087193426e-57,124.081975534952
"CLDN5",-2.84568001480095,4.36842436571761,-18.303249910194,3.1150394328542e-59,2.5104385974775e-57,124.001147151317
"ADGRE1",-2.23497053132852,1.4864657803736,-18.2887713576124,3.68308465240645e-59,2.94390163835586e-57,123.834362121229
"B3GNT3",3.65066378754712,5.06520612755315,18.2463764270408,6.01370590332121e-59,4.78715535642749e-57,123.346192750114
"F11",-2.32908015593846,0.983510944582309,-18.2405009090675,6.43638806616071e-59,5.10279985586717e-57,123.278560605319
"MMRN2",-2.07955957637364,3.86366706635344,-18.2368269048612,6.71564241115031e-59,5.30263862124148e-57,123.236272626608
"PKHD1L1",-1.27204555035998,0.46611874633032,-18.1935935517739,1.10679808178893e-58,8.70398507626193e-57,122.738822484669
"ANOS1",-3.03867118813612,3.80167185321969,-18.1877717546501,1.1837957794833e-58,9.27211609930237e-57,122.67185967561
