"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLU",1.59583590485567,6.7192220334987,12.0670282047356,1.34193419421293e-29,9.02473882404645e-28,56.4058769007477
"PTGDS",1.48258762009962,5.79823972634613,12.0332210048929,1.84379503963242e-29,1.21896727654072e-27,56.0917249174966
"SHH",1.18513177449023,1.94862474598584,12.0046897413667,2.40989955362174e-29,1.57719030182164e-27,55.8269748612485
"SFTPA2",3.19510728926802,9.71030652453863,11.9757812032161,3.15988444183475e-29,2.04063663142726e-27,55.5590760800499
"HMMR",-1.07317801873688,3.33143572041819,-11.9731136378566,3.23982694099633e-29,2.08535791518982e-27,55.53437335523
"PLXNA2",1.06093478646573,3.80083940691912,11.9621331529715,3.5906441655834e-29,2.30356359083464e-27,55.4327215981997
"LAMP3",1.46425488065481,5.72976912230621,11.9515836393,3.96323263151652e-29,2.5342598692612e-27,55.3351080117942
"BTG2",1.10265802087946,7.06147876924268,11.9454041295417,4.19909698407345e-29,2.66758920131545e-27,55.2779517154808
"AGR3",2.18559140209275,6.23340396335755,11.9238249133956,5.13775641884429e-29,3.24277227950551e-27,55.0784867253282
"SLIT3",1.1186690859705,2.52990944169563,11.8640373018936,8.97588770173417e-29,5.57505534544336e-27,54.5268923526445
"ZBTB7C",1.17057465825253,2.30930263788964,11.8626219688821,9.09505526315923e-29,5.63113850150458e-27,54.5138533252295
"DAAM2",1.18861153973289,3.18809521195111,11.8411969439272,1.11037060998437e-28,6.85302468560926e-27,54.3165771625584
"HLA-DPB1",1.19313477771989,8.4946108634581,11.8066328028767,1.53142688711248e-28,9.36282714086356e-27,53.9987396925318
"SPTLC3",1.09129108789579,2.45855305228601,11.7800131497526,1.96100354870631e-28,1.19144710935885e-26,53.7543115553856
"GPC4",1.18971631428062,5.90104974133062,11.7209880113093,3.38926022441595e-28,2.03386898943952e-26,53.2134368559155
"LRRC36",1.04523652837439,1.36899395540587,11.7185345704969,3.46711147068864e-28,2.07420475499511e-26,53.1909880520348
"EIF4EBP1",-1.07266710919517,6.55100496697679,-11.6882770610759,4.58679636952445e-28,2.72732590228157e-26,52.9143529188317
"NAPSA",2.41315363635618,9.20923388816383,11.6836836955432,4.78569834902396e-28,2.8369445258667e-26,52.872392646522
"FAM189A2",1.17419005513219,2.88224638916926,11.6784340432931,5.02354510252075e-28,2.95994562339765e-26,52.8244486800231
"ABCA3",1.67590202386696,5.84185015040015,11.6662796108972,5.62032564412914e-28,3.30160274209189e-26,52.7134918071365
"CYP27A1",1.06657460602762,5.75065251894753,11.6303955763409,7.82575579132443e-28,4.54243199994644e-26,52.3862931353494
"CPA3",1.57386897757895,4.63719741890219,11.6008154258865,1.02765904040975e-27,5.92971427961876e-26,52.1170075020637
"TLR2",1.13383145754768,4.78537785273227,11.5700723285371,1.36346635918223e-27,7.75267766855131e-26,51.8375512216283
"SLC2A1",-1.39664873586496,6.15600157529291,-11.5507552446282,1.62819994442453e-27,9.1776830971421e-26,51.6621758671345
"ST3GAL5",1.17623977524895,5.1581856080883,11.5013602346558,2.56113685034667e-27,1.42713862835174e-25,51.2144982273319
"ZNF385B",1.53644466403833,2.28172414987888,11.4922613923694,2.78367555720317e-27,1.54672434165622e-25,51.1321543604743
"PDZD2",1.00585319722374,2.23603892951321,11.4908861264936,2.81894495802072e-27,1.56187169080335e-25,51.1197115846846
"PIFO",1.27194304290615,3.07982019593126,11.4843250021795,2.99342339760718e-27,1.64452778939529e-25,51.0603614074876
"PTPN13",1.40494676002314,3.99620945977748,11.4466049182433,4.22617503358305e-27,2.28318813517923e-25,50.7195371751832
"NEIL3",-1.12374798820713,2.05520567745676,-11.4444201813496,4.3113578116141e-27,2.32277379557762e-25,50.69981668755
"LGI3",1.26120094306898,1.17879183355133,11.3814022566695,7.65934870833299e-27,4.07030729859996e-25,50.1319315971496
"CYB5A",1.00621703922809,5.4406906622943,11.377956572845,7.90342754949866e-27,4.17725060969844e-25,50.1009337055183
"SCGB1A1",3.44587396290484,5.89755004564337,11.3429377074117,1.08677497730386e-26,5.71303837799386e-25,49.7862109063043
"DES",1.44617500572444,3.08466843315246,11.3324729463698,1.19516468209828e-26,6.24914123189351e-25,49.6922721948042
"SFTPB",2.64767454559184,11.1240126330381,11.3214841455208,1.3205651056649e-26,6.88635862454078e-25,49.5936842513692
"HLA-DOA",1.24051843768865,5.26928624116445,11.3159100682633,1.38909125532317e-26,7.20517200866165e-25,49.5436969710989
"KLF15",1.19943629310126,2.70169499383009,11.3043614687967,1.54252155065688e-26,7.95867666731774e-25,49.44017745938
"CDKL2",1.23127045469793,2.80431634476602,11.2583412378995,2.3403457322395e-26,1.19174315446128e-24,49.0282808654747
"FRZB",1.04042035444012,3.72942789470619,11.256818766618,2.37280627791528e-26,1.2019958659268e-24,49.0146712245771
"CABCOCO1",1.1698480423274,1.71176775855383,11.2195873264293,3.32207884909123e-26,1.66129496907247e-24,48.6821927507194
"UCK2",-1.02414274885519,3.50980536250715,-11.20195412601,3.89519033915165e-26,1.94291297146994e-24,48.5249559858322
"RECQL4",-1.0089573575154,3.92315735980392,-11.200557028448,3.94459417605687e-26,1.96253622999074e-24,48.5125042427737
"WIF1",2.14657436108788,3.06765596558172,11.1591274458979,5.72976439590518e-26,2.81480088194808e-24,48.1436810911963
"ENTPD3",1.12923257093633,3.4711596278573,11.1500713176227,6.21628712004169e-26,3.03850244867602e-24,48.0631685299296
"KCNQ1",1.25485667311124,4.5563399970546,11.1474216562,6.36624903761402e-26,3.0916951519456e-24,48.0396193911195
"HMGA1",-1.03672678133958,8.09458897754208,-11.1103624927915,8.88233366169156e-26,4.23550497320221e-24,47.7106040590407
"RAP1GAP",1.39615729622467,5.07077602614574,11.1031264829669,9.47843215807717e-26,4.49715706711119e-24,47.6464387505391
"RCAN2",1.08680641744792,3.79810155844843,11.0981536163091,9.91098563229815e-26,4.68024098757169e-24,47.6023564372304
"SCNN1B",1.53475752300484,4.93319836262872,11.0957547546542,1.01266057872206e-25,4.7705119001972e-24,47.5810958138102
"GPC3",1.45703299447744,4.32932016241659,11.0846341914981,1.11886872806478e-25,5.23292489291305e-24,47.4825726687856
"MAOB",1.11568692579824,3.94924323656979,11.054934222683,1.45994542146588e-25,6.79554070521459e-24,47.2197364565637
"CRTAC1",1.65895933716857,3.59558108468143,11.0049456588364,2.28254447723781e-25,1.04498743989599e-23,46.7783153747914
"FMO5",1.40931176810912,4.29820080864545,11.0004073608123,2.37691441941135e-25,1.08259809423099e-23,46.7383002665925
"C4BPA",2.16317006609596,6.70669825272389,10.9474003623716,3.812359224194e-25,1.71318990666948e-23,46.2716705252432
"SEC14L6",1.163825938025,2.24192299153784,10.94175860123,4.00864167529291e-25,1.79313161911096e-23,46.2220860436165
"FGFR2",1.09397327370437,3.07212352731011,10.9145301409397,5.10659251057129e-25,2.26865316022032e-23,45.9829994041803
"NDNF",1.59615268975852,5.17294732985421,10.8997658637418,5.82201291543913e-25,2.56313132934107e-23,45.853510285004
"CFTR",1.31932485383482,2.24145011978803,10.8821193276609,6.8088005470752e-25,2.98409072066534e-23,45.6988835377633
"IQGAP3",-1.01375983052592,3.61962387595776,-10.8424359163471,9.67700343831094e-25,4.15706163121979e-23,45.3517226935342
"CTSV",-1.17040102153264,2.15190314985796,-10.8420112552787,9.7134350075822e-25,4.16354116379947e-23,45.3480118710902
"COLEC12",1.14764525891483,3.81156799893285,10.8069089022087,1.32475453417279e-24,5.60448756615443e-23,45.0415866644519
"CD207",1.8443817390064,2.86713988091168,10.8053249412184,1.34341510405988e-24,5.65888224070838e-23,45.0277739911268
"DMBT1",2.25071744749822,4.22427394386963,10.7876755924207,1.56986615190981e-24,6.58432248617142e-23,44.8739505009504
"SFTA3",1.6943377113618,5.88882457612916,10.7779561916652,1.71036911591085e-24,7.09730401438495e-23,44.7893072533106
"LPL",1.51047459279752,4.29281243566678,10.7125235907263,3.04213895614242e-24,1.24123087995074e-22,44.2207094698183
"HLA-DRB1",1.19016744889125,10.5297736315563,10.7051845003336,3.24468005755259e-24,1.32110637082355e-22,44.1570686097459
"COL4A4",1.06836762275958,3.03463426031693,10.6928876180302,3.6145025597816e-24,1.45347718398805e-22,44.0504973466038
"SHE",1.24163839232516,3.00077261936397,10.6904394794595,3.69298125113213e-24,1.48197969837099e-22,44.0292896224004
"FOXA2",1.66303843821744,4.32355975550791,10.6827337636173,3.95121815764053e-24,1.57588154863933e-22,43.9625563995029
"TNNC1",1.31293938433381,3.53917208527078,10.653140985087,5.12083102363962e-24,2.00948827875339e-22,43.7065563708002
"AQP1",1.62242167165522,7.50749973088833,10.6401589858133,5.73694222895501e-24,2.24223615814248e-22,43.594392741253
"AOC3",1.05846984099418,4.78953587297897,10.6390401546582,5.79336691784085e-24,2.259760699973e-22,43.5847301315497
"PRDM16",1.14605124615197,2.05727928928505,10.637528001782,5.87050454734224e-24,2.28072609933896e-22,43.5716716746159
"HLA-DPA1",1.15689406248567,7.73099601037153,10.6312515145583,6.20173644637309e-24,2.39985051415901e-22,43.5174824521443
"C4B",1.11194910936409,2.86460657854322,10.6239964174645,6.60780390856441e-24,2.54687746301841e-22,43.4548692679953
"TPPP",1.13966015471978,3.00583585128937,10.6156987949879,7.10468380067303e-24,2.72761118434107e-22,43.3832918037483
"PRSS12",1.31797862616789,2.42508420286118,10.613346978111,7.25214733916144e-24,2.77875500109362e-22,43.3630108166082
"SLC34A2",1.79514898408421,9.47638317622075,10.6089099122276,7.53868827181425e-24,2.87162182353893e-22,43.3247553045948
"CACHD1",1.15622398377539,3.08613682539923,10.5630157887122,1.12489341772484e-23,4.2189992934399e-22,42.9296572058168
"HHIP",1.21334908810442,1.51072103442088,10.5434821894761,1.33336842799064e-23,4.96272604028654e-22,42.761822848209
"CD74",1.08478367487032,11.4620551261022,10.507694552815,1.81974763073002e-23,6.74725057835124e-22,42.4548434695948
"COL4A3",1.19094650499591,2.63665162200107,10.4857294846266,2.20173611744254e-23,8.11728913014778e-22,42.2667598986818
"MYH11",1.23124194497856,3.73939962383687,10.47866161108,2.34083510305291e-23,8.53332841398895e-22,42.2062920443828
"CHIA",1.52635892429384,1.90356130717528,10.4324177886062,3.4927729754382e-23,1.25914142957433e-21,41.8113039148986
"SLC40A1",1.03429396447997,6.752241269762,10.4191141824047,3.91814794989909e-23,1.39699523705452e-21,41.6978790718729
"CTSE",2.35161542147957,6.49910525831681,10.415623347616,4.03804010183109e-23,1.43711489244547e-21,41.6681320134431
"RHOBTB2",1.06725230168343,5.34736021424331,10.3766449004398,5.65124198577638e-23,1.98946159654507e-21,41.3364126562583
"PRR15L",1.19153067435032,6.60959597611206,10.370827084156,5.94158128227691e-23,2.08543839029549e-21,41.2869696701767
"ZBTB16",1.02339477538981,1.318531420727,10.3707552268969,5.94525839616619e-23,2.08543839029549e-21,41.2863590993727
"SCARA3",1.04731607895628,3.6047857113455,10.3617106807753,6.42659908325691e-23,2.24218178749123e-21,41.2095293687378
"CA4",1.02192206288458,1.33185103550667,10.3471508172442,7.28400421268508e-23,2.52326703658965e-21,41.0859399547027
"KLHDC7A",1.12342863614577,2.55410226672874,10.3316805576288,8.3196923348356e-23,2.85667182405455e-21,40.9547455538147
"CCNE1",-1.01318191944375,3.09856425104096,-10.2867260018479,1.223416884389e-22,4.11384474073079e-21,40.5742318693943
"TPSAB1",1.28917672704813,4.33510749745165,10.214317592389,2.27165203890317e-22,7.48378880316362e-21,39.9636026278543
"C5orf49",1.20517552623195,2.24791024967556,10.2031352983582,2.49885475330596e-22,8.21840881175821e-21,39.8695513708819
"HILPDA",-1.00184556142611,4.86928469201783,-10.1536167830415,3.80821469261323e-22,1.23374769352219e-20,39.4538741504569
"OLFM1",1.01832079876253,2.25062048438746,10.150535976621,3.90919028632986e-22,1.26226718798495e-20,39.4280564525415
"SLC7A5",-1.13741309109734,5.92000357393874,-10.1502320237593,3.91929544114119e-22,1.2634383303897e-20,39.4255095526895
"HLA-DRA",1.08260264527521,11.4105323748918,10.1322305197546,4.56637811144563e-22,1.46477092611059e-20,39.2747595349303
"SNTN",1.0417742338168,1.33593265069308,10.1178896717415,5.15687341000382e-22,1.6460638644076e-20,39.1547907424892
"PGC",3.21807077354856,5.81408012463483,10.1146897886238,5.29864087790431e-22,1.68855217388509e-20,39.1280372684936
"OGN",1.13576765875669,1.98864807716231,10.0516848543863,9.02782321842472e-22,2.83525984265599e-20,38.6024042485483
"GKN2",1.81735828594723,2.28988431894256,9.97425452844407,1.73263783052271e-21,5.25530880383893e-20,37.9594037258206
"AC007906.2",1.56181391361793,2.91873970984852,9.89285981116479,3.42606213612387e-21,1.0078203595901e-19,37.2870552989403
"SLC26A9",1.66889119433447,3.70443795330776,9.88935383675383,3.52787595075196e-21,1.03464909274459e-19,37.2581775433103
"C5orf38",1.41537126895404,2.98707713763782,9.86746050751072,4.23511935943211e-21,1.23649001297911e-19,37.0780034884232
"C4A",1.00277187148587,2.69663206241498,9.85856061613212,4.56131873532109e-21,1.32183357050471e-19,37.0048373079393
"PNMA2",1.12397767529811,3.61849162476315,9.82319697906123,6.12275608820323e-21,1.75606047041511e-19,36.7145511116812
"FAM216B",1.28905554373783,1.57499507195085,9.81425345723065,6.59529656091102e-21,1.88604206491859e-19,36.6412486067102
"CXCL17",1.60874757339365,8.59130421102337,9.80829146530492,6.93022326194236e-21,1.97602550113541e-19,36.5924082077205
"SLC47A1",1.04052790966203,2.58377376045073,9.80384977555374,7.1906602816606e-21,2.0413311131474e-19,36.5560350832236
"CRYM",1.58014118511037,3.3115938157352,9.80235722580341,7.28033648090368e-21,2.05780293314586e-19,36.5438150473113
"SLPI",1.71336005276175,9.60787011359617,9.78008091007562,8.75838273416981e-21,2.45423474805336e-19,36.3615803399683
"KCNJ15",1.32564721252834,3.33082479177852,9.77328784912722,9.26571028603428e-21,2.57950341697804e-19,36.3060644867587
"LMO3",1.41848666203702,4.45445307697558,9.74764088946669,1.14579235427142e-20,3.14295193886858e-19,36.0967019119783
"TPPP3",1.31438019722386,4.81300514402615,9.70076955663357,1.68749566944893e-20,4.54574972945613e-19,35.7150447059315
"TMEM130",1.28172186605255,2.69171893333749,9.68532376711482,1.9166030427503e-20,5.12048070448755e-19,35.5895491954527
"PARM1",1.17910352284044,6.32508728471738,9.68093228198084,1.9871982450219e-20,5.29458024216696e-19,35.5538936990113
"ADGRD1",1.05775728927627,2.59892691615332,9.66555791663247,2.25527969361611e-20,5.99246864640258e-19,35.4291525508675
"SLC46A2",1.20332341481473,2.09861307704254,9.63762823088475,2.83721940068636e-20,7.48772530062057e-19,35.2028893912568
"HOPX",1.47248143940689,6.15305587551897,9.61142878270021,3.51750581914488e-20,9.21476372716388e-19,34.9910506442458
"ALOX15B",1.56702504714955,4.97081528124025,9.6027413093449,3.77701441386032e-20,9.83486143037621e-19,34.9208943350478
"SOSTDC1",1.11256389003983,1.28893160654929,9.59191099200096,4.12725679564558e-20,1.0661442289467e-18,34.8334943208611
"LRRC31",1.32896850177789,1.95310427554998,9.57864716598089,4.60032358981488e-20,1.18052777594947e-18,34.7265483497206
"IRX2",1.65291309473236,3.80197488570877,9.54378747340315,6.11558575443227e-20,1.55100479803241e-18,34.4459609790454
"MALL",1.08664399548516,4.24244841383132,9.52141124615575,7.33919983667768e-20,1.84930767977681e-18,34.2662253800435
"B3GNT8",1.14381856671385,4.47685132850989,9.51305414486119,7.85598013238756e-20,1.97697007125103e-18,34.199172239382
"MS4A15",1.8177971915178,2.74855395440968,9.49985042281804,8.74691053007078e-20,2.18147053795359e-18,34.093315245576
"STC1",-1.12827192442732,3.94404671749208,-9.46212931227299,1.1882252721656e-19,2.93713022598806e-18,33.7914583441769
"RCOR2",-1.00173159367075,2.22076098440616,-9.44235290154355,1.3947886146742e-19,3.4303357316508e-18,33.6335339351644
"C9orf152",1.20608192904408,4.1201755440904,9.35275423038932,2.87504101738646e-19,6.84638888425985e-18,32.9209300777402
"HLA-DQB2",1.42414199504962,5.8844083622001,9.34409068449613,3.08255498173373e-19,7.29600361756712e-18,32.8522781980384
"KCNK5",1.08816463677285,5.2900424279693,9.33225966458114,3.39010067537089e-19,8.01419799657679e-18,32.758598547788
"CHI3L2",1.17473252465836,3.36254925388084,9.31733335487735,3.82180971367604e-19,8.93726077288056e-18,32.6405287205059
"VWA2",1.02207487288654,3.76277378327823,9.31419258770613,3.91936267014263e-19,9.14346054495116e-18,32.615701571398
"SULT1C2",1.1301507015596,2.38831791502025,9.30156800036643,4.33700599416008e-19,1.00695985600124e-17,32.5159659938281
"PSAT1",-1.0929808926031,4.8019059466252,-9.2789268432796,5.19939401470427e-19,1.19721111533385e-17,32.3373367302716
"AGTR2",1.27785313557496,1.55739630820195,9.26805973445784,5.67165700142264e-19,1.29829021712143e-17,32.2517086343212
"PLOD2",-1.07315655503371,5.06730563000987,-9.25874469657185,6.11013052302734e-19,1.39212471484348e-17,32.1783664674933
"CH25H",1.20166738965765,3.77258765981663,9.21654129823454,8.5564862947531e-19,1.91812818628241e-17,31.8467294580948
"GGH",-1.03711156883631,4.25930427357167,-9.21589086110707,8.60093750640792e-19,1.92587926736479e-17,31.8416266613349
"PLA2G10",1.32549548580383,2.90089485022104,9.21424094567473,8.71472234955083e-19,1.94911960990011e-17,31.8286839196022
"MMP28",1.50424660352397,3.73089967272101,9.20983283805733,9.02608958686658e-19,2.01413987657505e-17,31.7941126157395
"FCN3",1.1436151200672,3.12196475400856,9.20365977175936,9.48072748765766e-19,2.1083537992222e-17,31.7457190174403
"BMP3",1.38045683812042,3.09166494445374,9.19512250836486,1.01470818667094e-18,2.24374759236319e-17,31.6788292240903
"TPSB2",1.28900811582648,4.24272753983454,9.13299937866946,1.66123825626748e-18,3.56818609162828e-17,31.193419378808
"WFDC2",1.29350500891394,9.08499967697735,9.13248103285393,1.66806914685925e-18,3.57891667449901e-17,31.1893790371153
"BNIPL",1.20451393297534,3.10614105914596,9.11552375297833,1.9075517796339e-18,4.07927438138156e-17,31.0572924952143
"MYBPHL",1.27817131959719,1.98453462166348,9.11029005533914,1.98812317680421e-18,4.24227202595323e-17,31.0165606205886
"P3H2",1.21023910060488,3.39585066636901,9.10643369913066,2.04963885067438e-18,4.3687548092571e-17,30.9865587452422
"FAM81B",1.00350326462231,1.86193703542975,9.0840727859165,2.44533252270529e-18,5.16139828899581e-17,30.812772918601
"GAL",-1.2536182803374,1.48414773294986,-9.07682290088733,2.58919563527232e-18,5.44149595632716e-17,30.7564933768447
"PPP1R1B",1.7129780208946,4.16770266262189,9.06600603667824,2.81955917201906e-18,5.89387594125271e-17,30.6725837633153
"FAM83A",-1.42189022244291,5.1421071900153,-8.96058631709211,6.44654825213115e-18,1.2934879687378e-16,29.8585741552419
"FCGBP",1.32585273539106,3.37290160850326,8.95827700395755,6.56389800155829e-18,1.31432959675966e-16,29.8408192533849
"CD1A",1.41237715519487,2.67155374408134,8.95203430959556,6.89181711483183e-18,1.37575342057897e-16,29.7928395065769
"SCUBE2",1.09719642045182,2.52343202361979,8.93904298867726,7.62711532893382e-18,1.51170355955484e-16,29.6930689599399
"HLA-DQB1",1.10671969162141,7.16345724957629,8.9231570291032,8.63248230407946e-18,1.69546125253234e-16,29.5712105069879
"RRAD",1.27172656841198,4.77862881576957,8.91134120003203,9.46432883500819e-18,1.84952710690546e-16,29.480674996776
"HAS3",1.28850328534304,3.80482163062424,8.88670611021638,1.1462293221574e-17,2.20680261303413e-16,29.2921949054993
"FOS",1.04756411990338,7.67148310237839,8.88059826341834,1.20190445669797e-17,2.30943277034291e-16,29.2455230300115
"PFN2",-1.0663497915079,5.91460425516513,-8.87708033376736,1.23517780802503e-17,2.37103078640868e-16,29.2186520486625
"MFSD4A",1.36237136239024,3.92810872104766,8.86115303221372,1.39759622956628e-17,2.66444958604409e-16,29.0970913605192
"FOLR2",1.00297468916102,5.03688216413147,8.85835729675598,1.42821093315506e-17,2.71903576997498e-16,29.0757700495898
"CHIT1",1.49481327523609,3.69952268434854,8.83574358133469,1.70151073967672e-17,3.20005438340551e-16,28.9034893569104
"FLRT3",1.08883790830523,4.20511827538232,8.81092906191998,2.06119814396627e-17,3.82488557581106e-16,28.7148110404963
"SLC22A31",1.58193468862469,6.0652934588277,8.81020885064833,2.07269079814028e-17,3.83890680305127e-16,28.7093406575309
"MAOA",1.0506711546784,5.70615427427071,8.76414234956558,2.95596555690149e-17,5.40074782603032e-16,28.3601199752279
"AMOT",1.05433105623155,2.96055603507354,8.75584248859404,3.15075452745034e-17,5.73755047141588e-16,28.2973427744871
"C20orf85",1.78356158001122,2.75579108872245,8.71720477071755,4.23827960623046e-17,7.61134135914481e-16,28.0056747141287
"MS4A8",1.39908712140489,1.98372105786134,8.71341029480523,4.36329247680807e-17,7.82144238742534e-16,27.9770820491255
"APOD",1.49671230133425,5.0896974968446,8.71283724642282,4.38248655965947e-17,7.84863502048105e-16,27.972764729476
"SYBU",1.01650399790425,3.00427585850111,8.69049869475128,5.19949425429329e-17,9.201972453855e-16,27.8046297647256
"TDRD10",1.03431284900429,2.24423239515659,8.63895966823367,7.70421777387052e-17,1.32617263233713e-15,27.4179253813798
"HLA-DQA1",1.03508759769862,6.43592918990052,8.61535237312294,9.2194631599988e-17,1.5758737073572e-15,27.2413636361571
"IRX1",1.05270562467987,1.29914245763317,8.57399526922882,1.26166312290304e-16,2.13040830181628e-15,26.9329111392406
"AQP5",2.1092468427513,4.46207330334905,8.56431940612898,1.35753034872037e-16,2.27847800267584e-15,26.8609047820044
"HLA-DRB5",1.19118483170333,8.86980907671193,8.5637974422766,1.36290189182003e-16,2.28356319554691e-15,26.8570221187732
"NPNT",1.05123855566455,4.72775311761838,8.55993956457615,1.40326055940053e-16,2.34514059040176e-15,26.8283304837816
"AADAC",1.20129969838714,1.88002427455527,8.555192555535,1.45454561854517e-16,2.42254510661712e-15,26.7930394149699
"IGF2BP3",-1.10035660877306,1.80083700927642,-8.5330068207555,1.71989583753901e-16,2.8426380101291e-15,26.6282951423808
"C3",1.15877759733157,8.09905933195301,8.51666453329497,1.9454584476164e-16,3.18417788536686e-15,26.5071460394628
"FGFR3",1.25386746242338,3.80058502705465,8.4890529367754,2.39485863519787e-16,3.86967091650903e-15,26.302848237753
"CPB2",1.31069644588165,1.91560586282398,8.473863627906,2.68436223312252e-16,4.30889848827889e-15,26.1906738374407
"CYP24A1",-1.75815013541447,4.18228238495246,-8.46689971457336,2.82840927427863e-16,4.53265949681645e-15,26.139294888036
"ZMYND10",1.00928865736887,2.1505961252492,8.45999980075391,2.97866355694376e-16,4.76171109435035e-15,26.0884192592569
"CTHRC1",-1.03055424855238,6.4367453095585,-8.41246987824223,4.25116944161968e-16,6.67556824636946e-15,25.7388073469111
"SPINK5",1.3365424782159,2.84630547311203,8.354407239194,6.55197738291401e-16,1.00775406071744e-14,25.3137281285096
"TSPAN7",1.11956480934019,3.81402530194683,8.34680507438541,6.93265228146203e-16,1.06378849288241e-14,25.2582363847141
"SFTA2",1.45570163794,8.53272582089021,8.31211511734595,8.96631027239189e-16,1.3672396344211e-14,25.0055019477128
"ABO",1.01543615675696,3.75161115264818,8.31158198565578,9.00177169458459e-16,1.37157463562096e-14,25.0016240053927
"GJB1",1.59792707376539,3.50604976507152,8.31074096618954,9.05799431125599e-16,1.37906372406265e-14,24.9955069026799
"ZNF750",1.11278318337269,3.07872091174916,8.26413704621445,1.27808735129068e-15,1.90278913070398e-14,24.6572682546986
"NKX2-1",1.29290611265855,6.79027000608055,8.25739071183751,1.34324473521338e-15,1.99370639808726e-14,24.6084245570211
"HPGD",1.41263803662841,4.82128390671442,8.19926133097176,2.05914911433365e-15,3.00370868936793e-14,24.1888211031923
"STEAP1",-1.0676560598383,4.86977375624078,-8.17458773327362,2.46687871965172e-15,3.57440829638689e-14,24.0113982493941
"C9orf24",1.14638273996156,1.97328315992654,8.14424570879653,3.07888999956339e-15,4.38944383490385e-14,23.793774176167
"FABP4",1.09160474407587,2.51710459525145,8.11187498183072,3.89748587043572e-15,5.51615870327343e-14,23.5622815831677
"CCL19",1.30186260447293,5.61235696921869,8.09847711473253,4.29610201777548e-15,6.04087077524696e-14,23.4666760231993
"AQP3",1.30990329413432,8.1977151598746,8.07433149707712,5.11869248614077e-15,7.15113607143291e-14,23.2946818127991
"BAAT",1.01124196487169,1.47450372477349,8.0645236367877,5.49561397162303e-15,7.63941263639088e-14,23.2249309818988
"SLC44A4",1.08105979167922,6.5116235050121,8.05562256687007,5.86133342226972e-15,8.11886262319079e-14,23.1616853713492
"EGLN3",-1.10329897441804,4.01564908127563,-8.02530647942288,7.29662461646905e-15,1.00215542179575e-13,22.9466807191166
"CLIC6",1.35540008519157,6.0295835909305,8.0183428237964,7.67246465723753e-15,1.05004078867363e-13,22.8973819403337
"IRX5",1.0078521864378,3.70707992392723,7.95224648969096,1.2338792425233e-14,1.65277107602555e-13,22.4311019458987
"MRC1",1.07391724445787,5.05012881173945,7.92652162384955,1.48332236589531e-14,1.97334489099975e-13,22.2504316993359
"CCL17",1.1514788526758,3.11059663278177,7.91465781749735,1.6145357408791e-14,2.13769793308656e-13,22.1672629829186
"ADRA2A",1.08543395561147,2.82796080542387,7.90040912056668,1.78733250361742e-14,2.35688612698111e-13,22.0675032507231
"CAPN8",1.2110195070428,5.09394809247123,7.86722317653147,2.2637055446239e-14,2.9511396548663e-13,21.8356992483983
"FOSB",1.42816336344499,4.15140949864969,7.85831820975238,2.41157064853449e-14,3.13134902519095e-13,21.7736271701622
"SPOCK1",-1.04078055331583,2.18028803701188,-7.82852027506695,2.97909484324685e-14,3.83760150117855e-13,21.5663189462079
"SORCS2",1.0007932981798,2.94024854451639,7.81493941736327,3.27966537660794e-14,4.20811275263057e-13,21.4720388927817
"SCGB2A1",1.33131047705652,2.28429960627828,7.79634387744488,3.74024967355144e-14,4.77708509386206e-13,21.3431536493568
"CLDN2",1.69319690897174,3.01251964565684,7.78173328613036,4.14638638207126e-14,5.26477692770415e-13,21.2420563818193
"PCP4L1",1.47002011041095,4.25197342644357,7.72808623403471,6.04657810035833e-14,7.55454277330484e-13,20.8721225895646
"CLIC3",1.03237493026026,4.9133899057776,7.72537281696202,6.16273936051035e-14,7.68982122508211e-13,20.8534650248306
"LTF",1.5294978162097,4.84152025538369,7.71723824912985,6.52432745766569e-14,8.13060437104498e-13,20.7975622462928
"LYPD3",-1.1500719224271,3.43277562146975,-7.71663306760127,6.55204933784001e-14,8.15472994485601e-13,20.7934051368377
"RHOV",-1.2041732965358,4.57619840894563,-7.70984700876957,6.87096730428042e-14,8.52445771853569e-13,20.7468079224673
"PTN",1.00119223313764,3.35445520075969,7.70550223716771,7.08314098957914e-14,8.77095229966743e-13,20.716990993011
"COL11A1",-1.40175357118122,3.26231583605925,-7.69134807159587,7.82015124696865e-14,9.62248642079682e-13,20.6199466637862
"MUCL3",1.1847354878694,1.7037920213022,7.68801438908546,8.00445125773853e-14,9.83065572290143e-13,20.5971105681975
"ATOH8",1.07806258010116,3.21390085370197,7.67974927151082,8.48005391001629e-14,1.03820773011329e-12,20.5405272078038
"MYEOV",-1.35400971982011,2.55226656888772,-7.66989215219046,9.08379436059649e-14,1.10587541457374e-12,20.4731076077646
"HABP2",1.36279619945533,3.23404888746013,7.6635225879008,9.49626117695124e-14,1.15321034703661e-12,20.4295780790274
"ADH1C",1.43129346677379,2.78221293159419,7.61048797779388,1.37295133325511e-13,1.62381260475891e-12,20.0682486608686
"NRGN",1.08551468233793,5.20216147733409,7.57647820541357,1.73732033851955e-13,2.02165623879157e-12,19.837581644623
"CAPSL",1.04519437562004,1.63088382500047,7.53071668777615,2.38164293102907e-13,2.72110029782425e-12,19.528503025562
"C15orf48",-1.15597746367147,6.109304331613,-7.52000714839779,2.56357736994359e-13,2.90682845616336e-12,19.456384363079
